id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time),MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record),MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Select),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Update),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Prepare),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Set Option),workload_label,mem_size,num_cpu,label,Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy
14,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,478.42,95.29068181807688,1.9602272727269416,0,0,0.1045454545454525,0,0.5743181818179228,1.9104545454547,3.495565162137752,7031201792,201146351616,0,0,0.003521356480285,0,0,0,89.84702911429726,7583.32,62795,0,2741,0,38.82000000029803,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0,0.0,0,0.0,0,0,200.76,0.0,100.56,0.0,0.0,196174.6,0.0,1028833280,16777216,8388608,193896.22,18970345.12,79,2,16384,282,4000,0,0,1895.44,0,0.62,0,0,0,94769.06,947.7,68,2000,0,0.2,0,0.2,6634.08,0.9999698535485388,0.2,0,0,0,474.28,0,9,0,7107.92,0.0,0.0,0,0,,,6634.400000000001,7107.9400000000005,,337,1.7505985403560742,33522925568,473.86,473.86,,,,,0.1,,64-1000000-4-oltp_read_only-0.6,190,88,"[0.81992943 0.01083924 0.00992679 0.01035883 0.01105693 0.01136511
 0.01067759 0.01009028 0.01099041 0.01009028 0.01009028 0.07458483]",9981133.5,9978796.84,6781.66,4.88,91.63200000021608
15,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1096.91,95.0790909091434,1.3854545454554053,0,0,0.1863636363636373,0,0.6699999999998867,2.44250000000261,3.507962328578828,7056138240,201146351616,0,0,0.0035209348215352,0,0,0,96.14683770901074,17581.2,62760,0,2776,0,44.020000003278255,0,0,5.166666666666667,5,6,5,5,151,0,204.82071444444443,0,1640.0997677777775,0,0,615.1301983333333,0,3275.943777777777,0,0,995.2287505555556,369.36018666666666,1107.9815888888888,0.0,0.0,454871.38,0.0,1028259840,16777216,8388608,449460.92,43981150.7,79,2,16384,402,4000,0,0,4394.900000000001,0,0.58,0,0,0,219748.0,2197.48,111,2000,0,0.2,0,0.2,15382.34,0.9999869982460632,0.2,0,0,0,1099.12,0,9,0,16481.08,0.0,0.0,0,0,,,15382.62,16481.08,,98,1.750623566299525,33523404800,1098.74,1098.74,,,,0.1,,,64-1000000-4-oltp_read_only-1.0,190,88,"[0.77383212 0.01324137 0.01185907 0.01363237 0.02049291 0.01441459
 0.01213396 0.01245309 0.01266027 0.01213396 0.01249711 0.09064918]",23108551.529999997,23106213.759999998,4865.9800000000005,4.1,78.91000000014901
16,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1118.01,95.11636363651438,1.3722727272727264,0,0,0.1902272727273167,0,0.6659090909087486,2.453181818181498,3.523222572552129,7086833664,201146351616,0,0,0.0035204373066371,0,0,0,96.31462138908084,17919.48,62515,0,3021,0,47.019999999552965,0,0,5.666666666666667,5,6,5,5,151,0,733.0950533333333,0,6072.736824444445,0,0,2272.8300400000003,0,11845.105964444449,0,0,3219.3424011111115,1325.6733833333335,3729.003940000001,0.0,0.0,463628.34,0.0,1024245760,16777216,8388608,458110.34,44827273.4,79,2,16384,282,4000,0,0,4479.5,0,0.6,0,0,0,223974.0,2239.74,68,2000,0,0.2,0,0.2,15678.3,0.9999872436776476,0.2,0,0,0,1120.26,0,9,0,16798.14,0.0,0.0,0,0,,,15678.6,16798.16,,218,1.7504913779828213,33520873472,1119.86,1119.86,,,,0.1,,,64-1000000-4-oltp_read_only-1.0,190,88,"[0.77383212 0.01324137 0.01185907 0.01363237 0.02049291 0.01441459
 0.01213396 0.01245309 0.01266027 0.01213396 0.01249711 0.09064918]",23540635.82,23538300.26,4831.04,5.5600000000000005,78.25
17,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1118.51,95.1486363637854,1.371818181816634,0,0,0.1959090909092027,0,0.6699999999992122,2.452500000000079,3.5117845167210646,7063826432,201146351616,0,0,0.003519935340287,0,0,0,96.3620509767392,17921.98,62529,0,3007,0,51.91999999806285,0,0,5.0,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.2,0.0,113.3,0.0,0.0,463696.7,0.0,1024475136,16777216,8388608,458177.82,44833435.9,79,2,16384,283,4000,0,0,4480.16,0,0.6,0,0,0,224004.0,2240.06,68,2000,0,0.2,0,0.2,15680.68,0.9999872456137664,0.2,0,0,0,1120.42,0,9,0,16800.7,0.0,0.0,0,0,,,15680.98,16800.7,,338,1.7505249598043782,33521516544,1120.02,1120.02,,,,,,0.1,64-1000000-4-oltp_read_only-1.0,190,88,"[0.77383212 0.01324137 0.01185907 0.01363237 0.02049291 0.01441459
 0.01213396 0.01245309 0.01266027 0.01213396 0.01249711 0.09064918]",23593781.080000002,23591442.0,4829.0,4.28,78.3859999999404
18,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,360.46,95.66840909074314,2.157272727272172,0,0,0.063181818181824,0,0.6038636363637798,1.1872727272746246,3.5251672660395315,7090745344,201146351616,0,0,0.003519763318782,0,0,0,95.51507175503008,2229.1,65448,0,88,33672,34.62000000104308,0,0,6.0,5,6,5,5,151,0,373.68,0,2991.28,0,0,1121.82,0,5982.0,0,0,1762.6,673.4,1995.68,371.32,371.32,1113.94,742.64,1072300032,16777216,8388608,161594.98,69449.16,79,2,16384,401,4000,0,0,0.0,0,0.52,0,0,0,0.0,0.0,111,2000,0,0.18,0,0.18,1485.28,0.9998788254143496,0.18,0,0,0,0.34,0,9,0,3713.2,3713.24,0.0,0,0,371.32,371.32,,1856.62,742.64,99,1.7551618179428852,33610309632,,371.34,,,,,,,64-1000000-4-oltp_write_only-0.2,190,88,"[0.14076861 0.10432365 0.09591096 0.10433554 0.063229   0.08554122
 0.06455453 0.06418412 0.0823492  0.06390151 0.08010611 0.05079555]",232829.82,230501.74,1623.02,8955.02,98.84999999962749
19,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,387.21,95.7356818182902,2.1031818181818505,0,0,0.0640909090908604,0,0.5929545454543707,1.2000000000009552,3.515987498247739,7072280576,201146351616,0,0,0.0035197497718956,0,0,0,95.63072755780058,2338.18,65453,0,83,34163,33.08000000193715,0,0,5.666666666666667,5,6,5,5,151,0,441.4872050000001,0,3740.7332233333336,0,0,1398.4870433333333,0,7183.521668333333,0,0,1998.8015833333327,801.3409933333335,2249.825565,389.46,389.46,1168.4,778.9200000000001,1072381952,16777216,8388608,169495.30000000002,72686.56,79,2,16384,282,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,68,2000,0,0.18,0,0.18,1557.88,0.9998844717148248,0.18,0,0,0,0.36,0,9,0,3894.68,3894.6,0.0,0,0,,389.46,,1947.34,778.98,219,1.7540350087965728,33588731904,389.5,389.46,,,,,,,64-1000000-4-oltp_write_only-0.2,190,88,"[0.14076861 0.10432365 0.09591096 0.10433554 0.063229   0.08554122
 0.06455453 0.06418412 0.0823492  0.06390151 0.08010611 0.05079555]",245116.61,242770.2,1557.66,9015.06,98.8040000004694
20,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,388.9,95.7315909088674,2.097954545454431,0,0,0.062045454545451,0,0.5979545454555625,1.1918181818172222,3.511344669817106,7062941696,201146351616,0,0,0.0035197167265452,0,0,0,95.67340610055034,2332.32,65452,0,84,33607,34.0,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.32,0.0,113.4,388.48,388.46,1165.46,776.98,1072365568,16777216,8388608,169072.6,72966.14,79,2,16384,282,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,68,2000,0,0.2,0,0.2,1553.96,0.9998713131209142,0.2,0,0,0,0.4,0,9,0,3884.84,3884.76,0.0,0,0,388.48,388.48,,1942.42,777.0,339,1.7540352226935283,33588736000,388.5,,,,,,,,64-1000000-4-oltp_write_only-0.2,190,88,"[0.14076861 0.10432365 0.09591096 0.10433554 0.063229   0.08554122
 0.06455453 0.06418412 0.0823492  0.06390151 0.08010611 0.05079555]",244924.27,242583.24,1545.52,8978.76,98.78800000064076
21,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,400.71,95.59999999983918,2.051136363637069,0,0,0.06477272727272,0,0.6422727272726908,1.2556818181839886,3.5248149812507137,7090036736,201146351616,0,0,0.0035197377303762,0,0,0,95.94240361614168,2462.5,65216,0,320,33406,24.08000000193715,0,0,5.833333333333333,5,6,5,5,151,0,406.6,0,3253.94,0,0,1220.22,0,6512.0,0,0,1845.16,732.28,2135.24,410.2,410.18,1230.6,820.4200000000001,1068498944,16777216,8388608,178519.34,76247.28,79,2,16384,387,4000,0,0,0.0,0,0.56,0,0,0,0.0,0.0,111,2000,0,0.18,0,0.18,1640.8,0.9998903094492316,0.18,0,0,0,0.38,0,9,0,4101.96,4101.96,0.0,0,0,410.2,410.2,,2050.98,820.4,102,1.757661631627938,33658179584,,410.18,,,,,,,64-1000000-4-oltp_write_only-0.6,190,88,"[0.12501794 0.05885062 0.07742879 0.0986337  0.07223215 0.08800724
 0.07141055 0.07179678 0.07650079 0.06676735 0.12888044 0.06447364]",257314.93,254975.71,1552.08,8800.08,98.7859999993816
22,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,417.32,95.71522727278489,2.057727272728078,0,0,0.0645454545454087,0,0.6031818181820863,1.221363636363166,3.522821415885105,7086026752,201146351616,0,0,0.0035197064453903,0,0,0,96.05732901735068,2491.52,65172,0,364,34045,31.23999999836087,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.2,0.0,113.3,415.04,415.04,1245.14,830.12,1067778048,16777216,8388608,180618.04,77088.18000000001,79,2,16384,282,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,68,2000,0,0.18,0,0.18,1660.16,0.9998915884698314,0.18,0,0,0,0.36,0,9,0,4150.4,4150.4,0.0,0,0,415.06,,,2075.18,830.08,222,1.7575409937466755,33655869440,415.02,415.02,,,,,,,64-1000000-4-oltp_write_only-0.6,190,88,"[0.12501794 0.05885062 0.07742879 0.0986337  0.07223215 0.08800724
 0.07141055 0.07179678 0.07650079 0.06676735 0.12888044 0.06447364]",261114.86000000002,258927.91,1504.94,8901.34,98.77799999993294
23,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,417.27,95.6724999997426,2.0438636363648266,0,0,0.0654545454545711,0,0.6299999999999646,1.2175000000028766,3.514926571224777,7070146560,201146351616,0,0,0.0035197280398785,0,0,0,96.08689044401274,2500.62,65170,0,366,34239,24.5,0,0,5.5,5,6,5,5,151,0,101.15390999999998,0,806.7859799999999,0,0,302.21190999999993,0,1619.332,0,0,470.33987,180.81635,536.74335,416.5,416.5,1249.5,833.02,1067745280,16777216,8388608,181268.46,78280.44,79,2,16384,283,4000,0,0,0.0,0,0.68,0,0,0,0.0,0.0,68,2000,0,0.22,0,0.22,1666.02,0.999867966199347,0.22,0,0,0,0.46,0,9,0,4165.08,4165.0,0.0,0,0,,416.5,,2082.52,833.02,342,1.755693565767047,33620492288,416.54,416.5,,,,,,,64-1000000-4-oltp_write_only-0.6,190,88,"[0.12501794 0.05885062 0.07742879 0.0986337  0.07223215 0.08800724
 0.07141055 0.07179678 0.07650079 0.06676735 0.12888044 0.06447364]",261170.67,258835.97,1497.5,8927.86,98.84599999990314
24,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,780.09,95.71022727243094,1.4468181818190071,0,0,0.0990909090908551,0,0.6909090909096924,1.652272727273974,3.5315776273990025,7103639552,201146351616,0,0,0.0035197221905173,0,0,0,97.93121048500856,4686.84,64574,283,679,36141,29.21999999880791,0,0,5.666666666666667,5,6,5,5,151,0,633.72,0,5070.5,0,0,1901.36,0,10142.06,0,0,2787.56,1140.9,3283.0,780.86,780.9,2342.66,1561.8,1057980416,16777216,8388608,339769.94,141156.58000000002,79,2,16384,373,4000,0,0,0.0,0,0.58,0,0,0,0.0,0.0,111,2000,0,0.2,0,0.2,3123.62,0.9999359758244714,0.2,0,0,0,0.38,0,9,0,7808.96,7808.96,0.0,0,0,780.9200000000001,,,3904.52,1561.8,95,1.7592923819945816,33689407488,780.9,780.9,,,,,,,64-1000000-4-oltp_write_only-1.0,190,88,"[0.0433034  0.04573173 0.05468799 0.1992347  0.0415929  0.13867483
 0.04250291 0.04729468 0.05728193 0.04105178 0.20649063 0.08215251]",485582.54,483225.19,1270.68,8609.8,98.25399999972431
25,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,781.54,95.76886363623836,1.4049999999997635,0,0,0.100681818181817,0,0.6886363636369156,1.635454545455962,3.524204082772997,7088807936,201146351616,0,0,0.0035196062698577,0,0,0,98.0853201388535,4668.900000000001,64321,403,812,37021,25.640000000596043,0,0,5.5,5,6,5,5,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.76,0.0,126.14,777.9,777.9,2333.74,1555.82,1053835264,16777216,8388608,338462.88,140627.62,79,2,16384,282,4000,0,0,0.0,0,0.56,0,0,0,0.0,0.0,68,2000,0,0.2,0,0.2,3111.66,0.9999357297564802,0.2,0,0,0,0.36,0,9,0,7779.16,7779.08,0.0,0,0,777.9200000000001,,,3889.56,1555.84,215,1.7663011434404852,33823621120,777.94,777.9,,,,,,,64-1000000-4-oltp_write_only-1.0,190,88,"[0.0433034  0.04573173 0.05468799 0.1992347  0.0415929  0.13867483
 0.04250291 0.04729468 0.05728193 0.04105178 0.20649063 0.08215251]",486063.18,483722.86,1157.32,8880.32,98.11799999978392
26,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,783.05,95.82204545454375,1.4206818181846566,0,0,0.0979545454544718,0,0.7013636363631846,1.5947727272727292,3.522277716239941,7084933120,201146351616,0,0,0.0035195175233709,0,0,0,98.12512778398586,4696.14,64698,0,838,37337,28.420000001788136,0,0,5.666666666666667,5,6,5,5,151,0,156.62542333333334,0,1253.0520583333334,0,0,469.7789266666667,0,2511.458,0,0,744.238455,281.662935,839.6592575000001,782.46,782.5,2347.38,1564.92,1060012032,16777216,8388608,340461.06,141452.54,79,2,16384,283,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,68,2000,0,0.2,0,0.2,3129.9,0.9999361042778186,0.2,0,0,0,0.4,0,9,0,7824.64,7824.64,0.0,0,0,,782.5,,3912.38,1564.94,345,1.76452558483694,33789620224,782.48,782.48,,,,,,,64-1000000-4-oltp_write_only-1.0,190,88,"[0.0433034  0.04573173 0.05468799 0.1992347  0.0415929  0.13867483
 0.04250291 0.04729468 0.05728193 0.04105178 0.20649063 0.08215251]",486661.15,484310.91000000003,1156.72,8928.98,98.19799999985844
27,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,75.23,95.11545454554089,2.4072727272719323,0,0,0.0993181818181677,0,0.6243181818181955,1.5227272727262595,3.518347602699976,7077027840,201146351616,0,0,0.00351933685089,0,0,0,84.17201136375864,6228.74,65047,409,80,5955,38.40000000223517,0,0,5.5,5,6,5,5,151,0,884.46,0,7075.32,0,0,2653.02,0,14152.0,0,0,3799.7,1591.72,4535.84,75.0,75.0,36001.06,150.0,1065730048,16777216,8388608,179544.9,3922628.0,79,2,16384,402,4000,0,0,300.0,0,0.68,0,0,0,14999.68,150.0,111,2000,0,0.22,0,0.22,6077.16,0.9999638001902136,0.22,0,0,0,75.46000000000001,0,9,0,6527.18,750.0,0.0,0,0,,,5777.5,6152.16,150.0,97,1.7531605980543374,33571987456,75.02,75.0,,,,,,,64-1000000-4-oltp_read_write_95-0.2,190,88,"[0.39003002 0.04500265 0.05630275 0.05869554 0.05816538 0.04435289
 0.03865576 0.03865576 0.03865576 0.0529598  0.05194468 0.12657901]",2379591.66,2377257.31,6281.16,2228.76,96.93999999947846
28,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,75.42,95.0729545451362,2.4168181818196843,0,0,0.1043181818182013,0,0.6127272727271544,1.504318181814845,3.5137617914605954,7067803648,201146351616,0,0,0.0035192002328425,0,0,0,84.11132789555475,6257.32,65440,0,96,6567,39.21999999880791,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.52,0.0,125.94,75.36,75.36,36167.92,150.68,1072168960,16777216,8388608,180361.76,3940099.5,79,2,16384,283,4000,0,0,301.38,0,0.58,0,0,0,15068.0,150.68,68,2000,0,0.2,0,0.2,6105.28,0.9999672425427648,0.2,0,0,0,75.72,0,9,0,6557.42,753.52,0.0,0,0,,,5804.18,6180.64,150.68,217,1.751173709261622,33533939712,75.36,75.36,,,,,,,64-1000000-4-oltp_read_write_95-0.2,190,88,"[0.39003002 0.04500265 0.05630275 0.05869554 0.05816538 0.04435289
 0.03865576 0.03865576 0.03865576 0.0529598  0.05194468 0.12657901]",2382316.0300000003,2379977.2300000004,6286.9400000000005,2197.1,96.9320000000298
29,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,76.16,95.0822727272964,2.400227272725963,0,0,0.1049999999999632,0,0.6154545454543938,1.528636363636286,3.509957930272705,7060152320,201146351616,0,0,0.0035189956707307,0,0,0,84.06787009353135,6350.62,65445,0,91,6833,36.9400000013411,0,0,5.666666666666667,5,6,5,5,151,0,204.24397222222223,0,1635.1384466666666,0,0,613.2111483333333,0,3267.903555555556,0,0,980.1428611111112,368.11838166666666,1098.8782116666666,76.48,76.48,36727.66,153.0,1072250880,16777216,8388608,183063.56,4000472.74,79,2,16384,282,4000,0,0,306.08,0,0.64,0,0,0,15304.0,153.04,68,2000,0,0.2,0,0.2,6196.1,0.9999677226732082,0.2,0,0,0,76.96000000000001,0,9,0,6655.06,764.88,0.0,0,0,,76.48,5890.4800000000005,6272.58,153.0,337,1.7514327384712258,33538899968,,76.48,,,,,,,64-1000000-4-oltp_read_write_95-0.2,190,88,"[0.39003002 0.04500265 0.05630275 0.05869554 0.05816538 0.04435289
 0.03865576 0.03865576 0.03865576 0.0529598  0.05194468 0.12657901]",2427421.46,2425081.8200000003,6410.38,2153.52,96.98400000017136
30,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,84.44,94.9961363638497,2.33477272727368,0,0,0.1079545454545609,0,0.6638636363646553,1.607954545455372,3.5492733199701405,7139233792,201146351616,0,0,0.0035188768567092,0,0,0,85.85535868384117,6956.14,64780,0,756,7023,32.14000000059605,0,0,6.0,5,6,5,5,151,0,904.5635133333332,0,7446.002973333333,0,0,2787.965166666667,0,14588.965733333333,0,0,3977.003653333333,1635.4980333333333,4619.18922,83.76,83.76,40206.08,167.52,1061355520,16777216,8388608,200509.36,4379622.86,79,2,16384,386,4000,0,0,335.04,0,0.64,0,0,0,16752.0,167.52,111,2000,0,0.2,0,0.2,6787.08,0.9999705331148856,0.2,0,0,0,84.2,0,9,0,7289.7,837.72,0.0,0,0,,83.78,6452.360000000001,6870.860000000001,167.52,96,1.751420118551017,33538658304,,83.78,,,,,,,64-1000000-4-oltp_read_write_95-0.6,190,88,"[0.40881404 0.0386129  0.05766192 0.06457777 0.04392309 0.04104919
 0.04754535 0.03784064 0.04142888 0.03744807 0.04333838 0.13775978]",2655873.1100000003,2651127.16,5898.24,2302.2200000000003,96.20600000023842
31,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,84.09,94.9979545450346,2.334318181819103,0,0,0.1084090909090129,0,0.6536363636365341,1.5686363636349574,3.53497218660685,7110467584,201146351616,0,0,0.0035186939219156,0,0,0,85.98815680444297,6982.5,64777,0,759,6425,31.40000000223517,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.76,0.0,126.14,84.16,84.16,40374.98,168.28,1061306368,16777216,8388608,201280.36,4398186.5200000005,79,2,16384,283,4000,0,0,336.5,0,0.58,0,0,0,16826.86,168.28,68,2000,0,0.2,0,0.2,6812.76,0.9999706441840258,0.2,0,0,0,84.52,0,9,0,7317.66,841.5600000000001,0.0,0,0,84.16,,6476.4400000000005,6896.92,168.28,216,1.751438513688941,33539010560,,84.16,,,,,,,64-1000000-4-oltp_read_write_95-0.6,190,88,"[0.40881404 0.0386129  0.05766192 0.06457777 0.04392309 0.04104919
 0.04754535 0.03784064 0.04142888 0.03744807 0.04333838 0.13775978]",2660735.71,2658394.64,5873.28,2323.04,96.09599999990314
