id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time),MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record),MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Select),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Update),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Prepare),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Set Option),workload_label,mem_size,num_cpu,label,Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy
32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,85.73,94.93704545468265,2.3434090909110727,0,0,0.1113636363636074,0,0.6356818181811679,1.5774999999986636,3.522082228727058,7084539904,201146351616,0,0,0.0035184976906407,0,0,0,86.041768258984,7125.34,64745,0,791,6691,38.519999999552965,0,0,5.666666666666667,5,6,5,5,151,0,481.34,0,3852.7,0,0,1444.82,0,7700.0,0,0,2196.78,867.28,2533.28,85.86,85.84,41206.42,171.70000000000002,1060782080,16777216,8388608,205393.08,4487961.76,79,2,16384,283,4000,0,0,343.40000000000003,0,0.62,0,0,0,17170.0,171.70000000000002,68,2000,0,0.2,0,0.2,6952.22,0.9999712330382802,0.2,0,0,0,86.26,0,9,0,7467.28,858.44,0.0,0,0,85.86,,6609.16,7038.06,171.68,336,1.7514374442041736,33538990080,85.84,,,,,,,,64-1000000-4-oltp_read_write_95-0.6,190,88,"[0.40881404 0.0386129  0.05766192 0.06457777 0.04392309 0.04104919
 0.04754535 0.03784064 0.04142888 0.03744807 0.04333838 0.13775978]",2728646.04,2726306.4699999997,5997.36,2345.0,96.70199999958275
33,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,162.07,94.77863636380062,1.5843181818190772,0,0,0.1952272727272482,0,0.8595454545452853,2.3045454545476782,3.539110005629226,7118790656,201146351616,0,0,0.0035182047118432,0,0,0,93.73902401055226,13474.96,63992,0,1544,7130,36.11999999731778,0,0,5.833333333333333,5,6,5,5,151,0,304.3869866666667,0,2475.08688,0,0,927.8934,0,4948.06032,0,0,1358.8176,554.3759200000001,1565.1051200000002,162.32,162.32,77914.8,324.64,1048444928,16777216,8388608,388373.48,8482101.28,79,2,16384,372,4000,0,0,649.28,0,0.52,0,0,0,32464.0,324.64,111,2000,0,0.18,0,0.18,13149.16,0.9999863111000248,0.18,0,0,0,162.66,0,9,0,14123.12,1623.2,0.0,0,0,,,12500.14,13311.48,324.64,95,1.7525144153605288,33559613440,162.36,162.32,,,,,,,64-1000000-4-oltp_read_write_95-1.0,190,88,"[0.22084278 0.04350466 0.04931774 0.07329958 0.0450303  0.07162103
 0.05200891 0.04411866 0.0668089  0.0498541  0.07204533 0.211548  ]",5135888.71,5133553.03,3651.24,3078.6,88.8879999993369
34,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,162.45,94.73045454538348,1.6436363636354685,0,0,0.1904545454545828,0,0.8393181818181934,2.2761363636370784,3.5276984220655123,7095836672,201146351616,0,0,0.0035177797809325,0,0,0,93.81353550205468,13474.72,64025,0,1511,6899,34.58000000193714,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.32,0.0,113.4,162.32,162.32,77914.40000000001,324.64,1048985600,16777216,8388608,388366.32,8482026.5,79,2,16384,282,4000,0,0,649.28,0,0.54,0,0,0,32464.0,324.64,68,2000,0,0.18,0,0.18,13148.68,0.9999863106003106,0.18,0,0,0,162.68,0,9,0,14122.7,1623.28,0.0,0,0,,,12499.68,13311.02,324.64,215,1.7523148495037555,33555791872,162.38,162.34,,,,,,,64-1000000-4-oltp_read_write_95-1.0,190,88,"[0.22084278 0.04350466 0.04931774 0.07329958 0.0450303  0.07162103
 0.05200891 0.04411866 0.0668089  0.0498541  0.07204533 0.211548  ]",5138462.140000002,5136142.610000002,3674.8000000000006,3078.7600000000007,89.22800000011922
35,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,162.2,94.63863636341624,1.6393181818178546,0,0,0.1918181818180965,0,0.8629545454551739,2.2602272727240647,3.544323005972388,7129276416,201146351616,0,0,0.0035174325483539,0,0,0,93.81629914700456,13418.96,64030,0,1506,7154,34.71999999880791,0,0,5.666666666666667,5,6,5,5,151,0,912.56,0,7301.900000000001,0,0,2738.2000000000003,0,14624.0,0,0,3919.0,1642.9,4682.06,161.66,161.66,77588.8,323.32,1049067520,16777216,8388608,386761.58,8446899.84,79,2,16384,282,4000,0,0,646.5600000000001,0,0.52,0,0,0,32330.0,323.28000000000003,68,2000,0,0.18,0,0.18,13094.46,0.9999862539176334,0.18,0,0,0,161.98,0,9,0,14064.48,1616.6,0.0,0,0,,161.66,12448.08,13256.12,323.32,345,1.7522739951858046,33555009536,161.68,,,,,,,,64-1000000-4-oltp_read_write_95-1.0,190,88,"[0.22084278 0.04350466 0.04931774 0.07329958 0.0450303  0.07162103
 0.05200891 0.04411866 0.0668089  0.0498541  0.07204533 0.211548  ]",5108424.59,5106248.92,3645.26,3027.08,89.16199999954551
36,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,161.62,95.09136363618414,2.3999999999999195,0,0,0.0729545454545566,0,0.6045454545452615,1.5515909090917457,3.550761875927506,7142227968,201146351616,0,0,0.0035173287591922,0,0,0,90.61294351621795,3578.62,65032,426,78,10142,34.439999997615814,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0,0.0,0,0.0,0,0,200.76,0.0,100.56,162.6,162.6,68135.86,325.2,1065484288,16777216,8388608,141060.42,6596433.5200000005,79,2,16384,402,4000,0,0,650.48,0,0.62,0,0,0,32523.86,325.24,111,2000,0,0.2,0,0.2,3252.0,0.999938503167087,0.2,0,0,0,163.04,0,9,0,4227.58,1626.0,0.0,0,0,162.6,,2601.9,3414.6,325.22,94,1.7540698739998528,33589399552,,162.6,,,,,,,64-1000000-4-oltp_read_write_80-0.2,190,88,"[0.20068775 0.05773022 0.08921233 0.10306959 0.06244789 0.07395747
 0.06037735 0.06037735 0.07527546 0.06037735 0.07377631 0.08271094]",3535293.08,3532961.53,4223.6,4474.16,97.4199999999255
37,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,161.83,95.08113636360082,2.4325000000003567,0,0,0.0736363636364103,0,0.5768181818183186,1.5375000000011088,3.553500737435911,7147737088,201146351616,0,0,0.0035173177284605,0,0,0,90.58501905705543,3537.24,64836,616,84,9762,35.78000000119209,0,0,6.0,5,6,5,5,151,0,145.20889166666666,0,1159.44274,0,0,434.4155916666666,0,2315.5913333333333,0,0,694.2656316666666,260.2618083333333,778.9930216666667,160.72,160.72,67336.66,321.44,1062273024,16777216,8388608,139423.02,6519074.140000001,79,2,16384,282,4000,0,0,642.84,0,0.58,0,0,0,32142.96,321.44,68,2000,0,0.2,0,0.2,3214.46,0.9999377850223664,0.2,0,0,0,161.1,0,9,0,4178.78,1607.2,0.0,0,0,160.72,,2571.84,3375.16,321.44,224,1.7540694462059414,33589391360,160.74,,,,,,,,64-1000000-4-oltp_read_write_80-0.2,190,88,"[0.20068775 0.05773022 0.08921233 0.10306959 0.06244789 0.07395747
 0.06037735 0.06037735 0.07527546 0.06037735 0.07377631 0.08271094]",3514021.8400000003,3511689.3600000003,4206.16,4439.02,97.58400000073016
38,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,161.99,95.03113636344844,2.418409090908933,0,0,0.0777272727273673,0,0.5940909090906067,1.5543181818195952,3.5562477442573623,7153262592,201146351616,0,0,0.0035172834758229,0,0,0,90.55912895199818,3534.16,65156,296,84,9840,32.280000001192086,0,0,5.666666666666667,5,6,5,5,151,0,718.2009022222222,0,5952.639142222222,0,0,2227.6760088888886,0,11595.419213333333,0,0,3199.021546666667,1298.5237733333336,3673.596164444444,160.58,160.58,67279.78,321.16,1067515904,16777216,8388608,139308.88,6513451.08,79,2,16384,282,4000,0,0,642.32,0,0.62,0,0,0,32110.98,321.14,68,2000,0,0.2,0,0.2,3211.64,0.9999377303975292,0.2,0,0,0,161.0,0,9,0,4175.08,1605.76,0.0,0,0,,160.58,2569.64,3372.2000000000003,321.16,344,1.752303299068314,33555570688,160.58,,,,,,,,64-1000000-4-oltp_read_write_80-0.2,190,88,"[0.20068775 0.05773022 0.08921233 0.10306959 0.06244789 0.07395747
 0.06037735 0.06037735 0.07527546 0.06037735 0.07377631 0.08271094]",3518974.27,3516646.55,4208.9,4440.64,97.38999999966472
39,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,177.41,95.05886363648725,2.354318181819213,0,0,0.0788636363636402,0,0.5920454545460115,1.5888636363634472,3.5417938862746468,7124189184,201146351616,0,0,0.0035172390033589,0,0,0,91.57190620848648,3880.0,64698,274,564,9583,37.10000000149012,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.2,0.0,113.3,176.3,176.3,73867.78,352.62,1060012032,16777216,8388608,152939.08000000002,7150732.86,79,2,16384,372,4000,0,0,705.2,0,0.62,0,0,0,35258.06,352.6,111,2000,0,0.2,0,0.2,3525.98,0.999943281398,0.2,0,0,0,176.72,0,9,0,4583.8,1763.04,0.0,0,0,176.3,,2821.08,3702.28,352.62,102,1.7540632431943148,33589272576,,176.3,,,,,,,64-1000000-4-oltp_read_write_80-0.6,190,88,"[0.18304677 0.06257293 0.08409051 0.10269173 0.06649994 0.07307165
 0.06625446 0.06625446 0.0724368  0.06625446 0.07912038 0.0777059 ]",3864785.19,3862481.42,3939.82,4656.46,97.81399999931456
40,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,178.26,95.00272727236998,2.3693181818182447,0,0,0.0802272727272327,0,0.5759090909088408,1.614772727270612,3.547864180814869,7136399360,201146351616,0,0,0.003517185817049,0,0,0,91.64999907001624,3915.24,64933,0,603,10123,38.26000000163913,0,0,5.5,5,6,5,5,151,0,400.24,0,3203.84,0,0,1201.46,0,6416.0,0,0,1846.84,721.02,2117.58,177.9,177.9,74527.66,355.76,1063862272,16777216,8388608,154319.02,7214936.0,79,2,16384,283,4000,0,0,711.48,0,0.62,0,0,0,35572.48,355.74,68,2000,0,0.2,0,0.2,3557.96,0.9999437911729658,0.2,0,0,0,178.28,0,9,0,4625.3,1778.92,0.0,0,0,,177.9,2846.7200000000003,3735.84,355.76,222,1.7523009462018346,33555525632,177.92000000000002,,,,,,,,64-1000000-4-oltp_read_write_80-0.6,190,88,"[0.18304677 0.06257293 0.08409051 0.10269173 0.06649994 0.07307165
 0.06625446 0.06625446 0.0724368  0.06625446 0.07912038 0.0777059 ]",3893619.56,3891302.0100000002,3958.84,4607.56,97.65599999949336
41,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,179.14,95.05931818205862,2.369999999999337,0,0,0.0811363636363324,0,0.5818181818184355,1.5981818181799925,3.530913784386556,7102304256,201146351616,0,0,0.0035170732500077,0,0,0,91.67493779867738,3933.78,64649,273,614,9942,38.82000000029803,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.32,0.0,113.4,178.74,178.74,74895.6,357.54,1059209216,16777216,8388608,155063.7,7250805.78,79,2,16384,283,4000,0,0,715.0,0,0.68,0,0,0,35751.5,357.52,68,2000,0,0.22,0,0.22,3574.9,0.999938463604019,0.22,0,0,0,179.22,0,9,0,4647.38,1787.52,0.0,0,0,178.78,178.74,2860.18,3753.64,357.54,342,1.752314421709844,33555783680,,,,,,,,,64-1000000-4-oltp_read_write_80-0.6,190,88,"[0.18304677 0.06257293 0.08409051 0.10269173 0.06649994 0.07307165
 0.06625446 0.06625446 0.0724368  0.06625446 0.07912038 0.0777059 ]",3905875.07,3903567.21,3948.2,4627.86,97.69199999980628
42,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,337.02,94.77477272735403,1.7827272727271135,0,0,0.1238636363636432,0,0.7693181818182208,2.203636363637945,3.56220400441508,7165243392,201146351616,0,0,0.0035169236814535,0,0,0,96.45842596080053,7391.88,64138,0,1398,9787,23.719999998807907,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.08,0.0,113.2,335.92,335.92,140745.02,671.8000000000001,1050836992,16777216,8388608,291330.26,13620360.26,79,2,16384,372,4000,0,0,1343.64,0,0.6,0,0,0,67180.0,671.8000000000001,111,2000,0,0.2,0,0.2,6718.64,0.9999702329568796,0.2,0,0,0,336.3,0,9,0,8734.16,3359.16,0.0,0,0,335.92,,5375.28,7054.56,671.82,100,1.754067093339462,33589346304,335.94,,,,,,,,64-1000000-4-oltp_read_write_80-1.0,190,88,"[0.1339756  0.05707788 0.07135954 0.11453763 0.05970428 0.09077008
 0.0599986  0.05944732 0.07881948 0.05944732 0.08491157 0.12995069]",7355927.989999999,7353607.659999999,2540.3,5579.74,95.45000000018626
43,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,344.54,94.788863636384,1.8634090909093084,0,0,0.1284090909090439,0,0.7336363636357169,2.167499999997404,3.5543010144417195,7149346816,201146351616,0,0,0.003516685170794,0,0,0,96.57897875947626,7620.7,64051,0,1485,10528,34.4400000013411,0,0,5.833333333333333,5,6,5,5,151,0,792.0,0,6335.12,0,0,2375.32,0,12662.0,0,0,3447.4,1425.06,4082.14,346.34000000000003,346.32,145121.62,692.6800000000001,1049411584,16777216,8388608,300352.78,14043898.74,79,2,16384,283,4000,0,0,1385.42,0,0.62,0,0,0,69268.0,692.6800000000001,68,2000,0,0.2,0,0.2,6926.64,0.9999711268052964,0.2,0,0,0,346.76,0,9,0,9004.58,3463.28,0.0,0,0,,,5541.64,7272.96,692.6800000000001,220,1.7540666655455617,33589338112,346.32,346.32,,,,,,,64-1000000-4-oltp_read_write_80-1.0,190,88,"[0.1339756  0.05707788 0.07135954 0.11453763 0.05970428 0.09077008
 0.0599986  0.05944732 0.07881948 0.05944732 0.08491157 0.12995069]",7578334.05,7576020.72,2577.2000000000003,5684.1,96.37600000016393
44,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,341.64,94.89090909114616,1.89181818181864,0,0,0.1290909090909105,0,0.7072727272729057,2.122499999998994,3.559253364767727,7159308288,201146351616,0,0,0.0035165354245155,0,0,0,96.59865513022967,7483.360000000001,64043,0,1493,10158,38.23999999836087,0,0,6.0,5,6,5,5,151,0,0.0,0,0.36,0,0,0.0,0,0.0,0,0,200.88,0.0,100.66,340.06,340.06,142499.12,680.12,1049280512,16777216,8388608,294933.04,13789950.48,79,2,16384,283,4000,0,0,1360.38,0,0.62,0,0,0,68016.0,680.1800000000001,68,2000,0,0.2,0,0.2,6801.78,0.9999705967968152,0.2,0,0,0,340.52,0,9,0,8842.14,3400.6,0.0,0,0,,340.06,5441.84,7141.84,680.14,340,1.7540668794425174,33589342208,340.1,,,,,,,,64-1000000-4-oltp_read_write_80-1.0,190,88,"[0.1339756  0.05707788 0.07135954 0.11453763 0.05970428 0.09077008
 0.0599986  0.05944732 0.07881948 0.05944732 0.08491157 0.12995069]",7438086.04,7435912.92,2535.76,5609.12,96.52000000048427
45,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,64.05,95.3506818185137,2.6013636363634265,0,0,0.0556818181818049,0,0.5429545454545374,1.132954545455639,3.559200420232983,7159201792,201146351616,0,0,0.0035164477193336,0,0,0,93.78616931622952,2063.7200000000003,65405,0,131,27241,37.160000000149005,0,0,6.0,5,6,5,5,151,0,163.0320388888889,0,1304.6851888888891,0,0,489.1740944444445,0,2612.255555555556,0,0,791.8838277777778,293.48886111111113,882.3770388888889,515.6800000000001,515.6800000000001,27195.84,515.54,1071595520,16777216,8388608,203295.68,2524532.86,79,2,16384,402,4000,0,0,257.78000000000003,0,0.6,0,0,0,12890.0,128.9,111,2000,0,0.2,0,0.2,1933.46,0.9998965692003764,0.2,0,0,0,64.86,0,9,0,3609.26,3222.6800000000003,0.0,0,0,515.64,515.66,386.9,1997.92,515.5600000000001,99,1.7548403308231264,33604153344,,,,,,,,,64-1000000-4-oltp_read_write_20-0.2,190,88,"[0.21253467 0.04521776 0.14128831 0.07867933 0.04486909 0.04890404
 0.05782173 0.05003467 0.09760771 0.06793659 0.09619859 0.0589075 ]",1467256.58,1464943.84,2313.68,7453.02,99.31199999991804
46,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,66.91,95.3695454544134,2.5729545454551435,0,0,0.0584090909090894,0,0.5499999999987248,1.137499999999477,3.55433970467864,7149424640,201146351616,0,0,0.0035164466044718,0,0,0,93.66465184573704,2143.5,65417,2,117,28809,36.059999998658895,0,0,6.0,5,6,5,5,151,0,747.1233483333334,0,6034.453846666667,0,0,2262.9906066666667,0,12053.074565,0,0,3180.507316666667,1352.273528888889,3798.965821666666,535.42,535.46,28257.68,535.58,1071792128,16777216,8388608,211132.64,2622927.06,79,2,16384,283,4000,0,0,267.86,0,0.6,0,0,0,13394.82,133.96,68,2000,0,0.2,0,0.2,2008.18,0.9999004172517152,0.2,0,0,0,67.38,0,9,0,3748.52,3346.76,0.0,0,0,535.44,535.4,402.02,2075.12,535.62,219,1.7540681628242294,33589366784,,,,,,,,,64-1000000-4-oltp_read_write_20-0.2,190,88,"[0.21253467 0.04521776 0.14128831 0.07867933 0.04486909 0.04890404
 0.05782173 0.05003467 0.09760771 0.06793659 0.09619859 0.0589075 ]",1531846.04,1529538.6400000001,2270.2200000000003,7392.02,99.27400000020862
47,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,67.17,95.28295454531064,2.58749999999816,0,0,0.054772727272742,0,0.5497727272716277,1.126136363636409,3.565217770238476,7171305472,201146351616,0,0,0.0035163970923131,0,0,0,93.6301344703026,2148.76,65419,0,117,28816,36.5,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.2,0.0,113.3,536.74,536.74,28326.72,536.88,1071824896,16777216,8388608,211655.82,2629796.44,79,2,16384,283,4000,0,0,268.52,0,0.68,0,0,0,13424.0,134.24,68,2000,0,0.22,0,0.22,2013.06,0.9998907255821348,0.22,0,0,0,67.58,0,9,0,3757.58,3354.88,0.0,0,0,536.76,536.74,403.0,2080.14,536.9,339,1.7540681628242294,33589366784,,,,,,,,,64-1000000-4-oltp_read_write_20-0.2,190,88,"[0.21253467 0.04521776 0.14128831 0.07867933 0.04486909 0.04890404
 0.05782173 0.05003467 0.09760771 0.06793659 0.09619859 0.0589075 ]",1535526.78,1533361.1,2287.38,7416.82,99.29000000003724
48,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,71.7,95.23840909082948,2.600909090909846,0,0,0.0595454545454675,0,0.5752272727278349,1.1847727272712518,3.5668325785479027,7174553600,201146351616,0,0,0.0035163804898498,0,0,0,94.09105258220424,2315.26,65054,0,482,29393,37.059999998658895,0,0,5.666666666666667,5,6,5,5,151,0,362.98,0,2903.14,0,0,1088.44,0,5816.0,0,0,1694.74,652.78,1930.26,578.44,578.44,30519.3,578.5,1065844736,16777216,8388608,228067.38,2832502.74,79,2,16384,402,4000,0,0,289.28000000000003,0,0.58,0,0,0,14466.0,144.66,111,2000,0,0.2,0,0.2,2169.28,0.9999078120102514,0.2,0,0,0,72.7,0,9,0,4049.28,3615.4,0.0,0,0,578.42,578.44,434.16,2241.6,578.54,102,1.755817839896512,33622872064,,,,,,,,,64-1000000-4-oltp_read_write_20-0.6,190,88,"[0.18846241 0.04806461 0.13166681 0.07642637 0.05145223 0.05221288
 0.06622589 0.05796871 0.10111397 0.06754226 0.10590886 0.05295501]",1650889.65,1648569.59,2297.88,7493.04,99.3160000005737
49,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,74.1,95.26590909080748,2.5900000000018064,0,0,0.0624999999999638,0,0.5745454545456505,1.1804545454556314,3.56767561844714,7176249344,201146351616,0,0,0.0035163872608304,0,0,0,94.17069402634922,2358.26,64991,0,545,31566,33.91999999806284,0,0,5.833333333333333,5,6,5,5,151,0,338.02787500000005,0,2912.7281416666665,0,0,1087.9883333333337,0,5520.5633333333335,0,0,1536.3114083333337,614.9839416666666,1718.606641666667,589.1800000000001,589.1800000000001,31080.38,589.28,1064812544,16777216,8388608,232301.86,2884155.04,79,2,16384,282,4000,0,0,294.6,0,0.58,0,0,0,14728.0,147.28,68,2000,0,0.2,0,0.2,2209.56,0.9999094924335676,0.2,0,0,0,74.02,0,9,0,4124.52,3682.6,0.0,0,0,589.1800000000001,589.1800000000001,442.22,2283.2200000000003,589.26,222,1.755817839896512,33622872064,,,,,,,,,64-1000000-4-oltp_read_write_20-0.6,190,88,"[0.18846241 0.04806461 0.13166681 0.07642637 0.05145223 0.05221288
 0.06622589 0.05796871 0.10111397 0.06754226 0.10590886 0.05295501]",1684099.42,1681772.32,2268.94,7456.18,99.33399999979883
