id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time),MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record),MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Select),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Update),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Prepare),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Set Option),workload_label,mem_size,num_cpu,label,Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy
50,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,73.96,95.2934090909548,2.6070454545463413,0,0,0.0579545454545185,0,0.5577272727276181,1.1770454545472415,3.569375952543453,7179669504,201146351616,0,0,0.0035163569688453,0,0,0,94.19650459162824,2375.44,64982,0,554,31913,36.519999999552965,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.52,0.0,125.94,593.5600000000001,593.54,31304.1,593.46,1064665088,16777216,8388608,234005.94,2905231.04,79,2,16384,283,4000,0,0,296.72,0,0.68,0,0,0,14836.0,148.36,68,2000,0,0.22,0,0.22,2225.58,0.9999011591337946,0.22,0,0,0,74.64,0,9,0,4154.52,3709.52,0.0,0,0,593.54,593.5600000000001,445.4,2299.78,593.42,342,1.754426012425936,33596219392,,,,,,,,,64-1000000-4-oltp_read_write_20-0.6,190,88,"[0.18846241 0.04806461 0.13166681 0.07642637 0.05145223 0.05221288
 0.06622589 0.05796871 0.10111397 0.06754226 0.10590886 0.05295501]",1692090.58,1689770.19,2278.44,7499.6,99.33599999919534
51,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,154.48,94.55295454541393,2.31090909090947,0,0,0.1020454545453649,0,0.7122727272723947,1.894545454546285,3.565653544485912,7172182016,201146351616,0,0,0.0035163232475711,0,0,0,97.15000845303692,4994.64,64508,0,1028,33264,38.67999999970198,0,0,5.666666666666667,5,6,5,5,151,0,685.12,0,5481.72,0,0,2055.58,0,10952.0,0,0,2991.46,1233.64,3536.28,1248.2,1248.2,65858.04000000001,1248.28,1056899072,16777216,8388608,492053.46,6105676.46,79,2,16384,371,4000,0,0,624.26,0,0.6,0,0,0,31212.0,312.12,111,2000,0,0.22,0,0.22,4681.18,0.9999530055111718,0.22,0,0,0,156.44,0,9,0,8737.880000000001,7801.48,0.11388,0,0,1248.18,1248.24,936.68,4837.22,1248.34,96,1.7593240387435705,33690013696,,,,,,,,,64-1000000-4-oltp_read_write_20-1.0,190,88,"[0.14080091 0.04309337 0.08152912 0.07953051 0.04566642 0.05635045
 0.06044564 0.07347672 0.11524963 0.05940015 0.17770749 0.06674959]",3549394.26,3547064.81,1948.54,7948.06,99.05200000014156
52,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,160.7,94.66818181806327,2.294772727271383,0,0,0.1002272727272849,0,0.6936363636365361,1.8220454545443807,3.5550890734779728,7150931968,201146351616,0,0,0.0035162104665064,0,0,0,97.22945543440365,5155.4400000000005,64410,1,1125,34973,36.91999999806285,0,0,5.5,5,6,5,5,151,0,0.0,0,0.4,0,0,0.0,0,0.0,0,0,226.2,0.0,113.3,1288.32,1288.32,67971.46,1288.68,1055293440,16777216,8388608,507901.36,6301252.4,79,2,16384,283,4000,0,0,644.28,0,0.6,0,0,0,32214.0,322.14,68,2000,0,0.2,0,0.2,4831.82,0.9999586094428418,0.2,0,0,0,161.44,0,9,0,9019.18,8052.72,0.18,0,0,1288.32,1288.32,966.78,4992.86,1288.7,216,1.7605049638188763,33712627712,,,,,,,,,64-1000000-4-oltp_read_write_20-1.0,190,88,"[0.14080091 0.04309337 0.08152912 0.07953051 0.04566642 0.05635045
 0.06044564 0.07347672 0.11524963 0.05940015 0.17770749 0.06674959]",3667325.84,3664992.61,1883.2,7943.46,99.09999999962749
53,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,161.23,94.67000000005248,2.273409090911372,0,0,0.1006818181818196,0,0.7043181818176832,1.8240909090896424,3.5586017397248355,7157997568,201146351616,0,0,0.003516168844709,0,0,0,97.240555159824,5187.82,64404,0,1132,34680,35.53999999910593,0,0,5.833333333333333,5,6,5,5,151,0,140.18097833333334,0,1120.8464066666668,0,0,420.14198833333336,0,2235.277666666667,0,0,709.1994758333334,252.02003916666663,771.3462091666667,1296.5,1296.48,68392.72,1296.8,1055195136,16777216,8388608,511100.64,6340563.04,79,2,16384,282,4000,0,0,648.26,0,0.58,0,0,0,32418.0,324.16,68,2000,0,0.2,0,0.2,4862.24,0.9999588683870648,0.2,0,0,0,162.48,0,9,0,9076.14,8103.72,0.06,0,0,1296.54,1296.5,972.68,5024.3,1296.8,336,1.764611143617978,33791258624,,,,,,,,,64-1000000-4-oltp_read_write_20-1.0,190,88,"[0.14080091 0.04309337 0.08152912 0.07953051 0.04566642 0.05635045
 0.06044564 0.07347672 0.11524963 0.05940015 0.17770749 0.06674959]",3688119.18,3685803.48,1869.06,7933.7,99.07199999969453
54,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,19.36,95.3679545451464,2.5665909090894554,0,0,0.0538636363636752,0,0.5865909090911765,1.0684090909079378,3.568192845824953,7177289728,201146351616,0,0,0.0035161375572938,0,0,0,93.33008742088089,1982.38,65428,0,108,32618,27.56000000238419,0,0,5.666666666666667,5,6,5,5,151,0,1034.4764808333334,0,8483.488954166665,0,0,3176.80655,0,16664.079781666664,0,0,4504.989522083333,1868.2658033333328,5269.906135,485.44,485.42,9230.76,874.16,1071972352,16777216,8388608,234281.32,806074.8200000001,79,6,16384,385,4000,0,0,77.74,0,0.6,0,0,0,3888.0,38.88,111,2000,0,0.2,0,0.2,1942.18,0.9998970335361772,0.2,0,0,0,19.84,0,9,0,3826.0,3728.84,0.0,0,0,485.46,485.44,97.42,1961.58,874.16,99,1.759354626007792,33690599424,,,,,,,,,64-1000000-4-oltp_read_write_5-0.2,190,88,"[0.17503544 0.07637293 0.1759406  0.07696468 0.05756822 0.05799817
 0.05937401 0.06900492 0.07142849 0.05246764 0.07637519 0.0514697 ]",623813.4,621496.86,2055.16,8099.52,99.25
55,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,20.37,95.4906818180514,2.547727272729047,0,0,0.0563636363636316,0,0.5513636363636362,1.0911363636332474,3.5601025136517563,7161016320,201146351616,0,0,0.0035161008649887,0,0,0,93.36995527252382,2078.96,65423,0,113,34264,35.85999999940396,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.76,0.0,126.14,509.06,509.06,9681.7,916.72,1071890432,16777216,8388608,245682.74,845405.0,79,6,16384,283,4000,0,0,81.54,0,0.62,0,0,0,4078.0,40.78,68,2000,0,0.2,0,0.2,2036.76,0.99990181446862,0.2,0,0,0,20.82,0,9,0,4012.32,3910.4,0.0,0,0,509.04,509.06,102.24,2057.14,916.74,219,1.7576201356191423,33657384960,,,,,,,,,64-1000000-4-oltp_read_write_5-0.2,190,88,"[0.17503544 0.07637293 0.1759406  0.07696468 0.05756822 0.05799817
 0.05937401 0.06900492 0.07142849 0.05246764 0.07637519 0.0514697 ]",656153.7400000001,653842.9500000001,1994.4,8045.92,99.07000000029804
56,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,20.45,95.36977272738956,2.517954545454393,0,0,0.0604545454545938,0,0.5720454545456476,1.1115909090909784,3.5605097793035583,7161835520,201146351616,0,0,0.0035160941435742,0,0,0,93.3888775309675,2079.04,65422,0,114,34413,28.199999999254945,0,0,5.833333333333333,5,6,5,5,151,0,265.41111750000005,0,2123.7059425,0,0,796.2553,0,4240.2570000000005,0,0,1269.2458725,477.90681250000006,1424.9414375,509.58,509.56,9677.28,915.82,1071874048,16777216,8388608,245699.4,845313.52,79,6,16384,283,4000,0,0,81.5,0,0.66,0,0,0,4074.0,40.74,68,2000,0,0.22,0,0.22,2036.84,0.9998920012174408,0.22,0,0,0,20.8,0,9,0,4012.56,3910.68,0.0,0,0,509.54,509.58,102.22,2057.2200000000003,915.82,339,1.7576201356191423,33657384960,,,,,,,,,64-1000000-4-oltp_read_write_5-0.2,190,88,"[0.17503544 0.07637293 0.1759406  0.07696468 0.05756822 0.05799817
 0.05937401 0.06900492 0.07142849 0.05246764 0.07637519 0.0514697 ]",658042.39,655718.34,1992.32,8049.22,99.10400000028312
57,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,21.75,95.37409090894192,2.6120454545458305,0,0,0.0611363636363758,0,0.576818181818259,1.1018181818193706,3.5615931059373622,7164014592,201146351616,0,0,0.0035160150517241,0,0,0,94.06526985968006,2242.94,65098,0,438,35418,36.560000002384186,0,0,6.0,5,6,5,5,151,0,205.5850333333333,0,1647.1392166666667,0,0,617.8479666666667,0,3294.80385,0,0,1000.7085833333332,371.0912833333333,1113.5470666666668,549.42,549.42,10440.04,988.74,1066565632,16777216,8388608,265077.04,911214.24,79,6,16384,372,4000,0,0,87.92,0,0.66,0,0,0,4394.0,43.96,111,2000,0,0.22,0,0.22,2197.48,0.9998998953451336,0.22,0,0,0,22.42,0,9,0,4329.04,4219.16,0.0,0,0,549.44,549.42,110.22,2219.46,988.72,101,1.755829604228909,33623097344,,,,,,,,,64-1000000-4-oltp_read_write_5-0.6,190,88,"[0.22416859 0.02104976 0.21436099 0.05712269 0.02879357 0.02955489
 0.03796059 0.05869503 0.10968601 0.07332191 0.08976686 0.0555191 ]",703443.66,701133.25,2032.26,8025.74,99.24799999967216
58,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,22.57,95.31250000008464,2.580909090909981,0,0,0.0622727272727378,0,0.5793181818190656,1.1377272727260828,3.561743794228548,7164317696,201146351616,0,0,0.0035160129215579,0,0,0,94.13017754606796,2288.14,64998,0,538,36729,34.41999999806284,0,0,5.666666666666667,5,6,5,5,151,0,214.85156,0,1718.6705433333334,0,0,644.3519133333334,0,3447.0333333333338,0,0,1033.8869566666667,386.3921600000001,1158.5479033333334,560.58,560.58,10657.22,1008.44,1064927232,16777216,8388608,270406.42,929507.62,79,6,16384,281,4000,0,0,89.76,0,0.58,0,0,0,4488.0,44.88,68,2000,0,0.18,0,0.18,2241.8,0.9999197138243876,0.18,0,0,0,22.84,0,9,0,4416.28,4304.08,0.0,0,0,560.54,560.6,112.52,2264.24,1008.46,221,1.7576205634130426,33657393152,,,,,,,,,64-1000000-4-oltp_read_write_5-0.6,190,88,"[0.22416859 0.02104976 0.21436099 0.05712269 0.02879357 0.02955489
 0.03796059 0.05869503 0.10968601 0.07332191 0.08976686 0.0555191 ]",720170.8999999999,718000.1,1987.54,8008.58,99.16399999987334
59,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,22.45,95.26068181781604,2.5959090909093,0,0,0.0611363636363661,0,0.5718181818176332,1.1515909090892675,3.5642321873611,7169323008,201146351616,0,0,0.0035159622872,0,0,0,94.14783472957834,2272.34,64995,0,541,37169,33.91999999806284,0,0,6.0,5,6,5,5,151,0,523.98,0,4193.36,0,0,1572.5,0,8384.0,0,0,2343.16,943.7,2733.28,556.6800000000001,556.72,10573.82,1001.84,1064878080,16777216,8388608,268586.2,922592.18,79,6,16384,283,4000,0,0,89.04,0,0.6,0,0,0,4452.0,44.52,68,2000,0,0.2,0,0.2,2226.56,0.999910183405486,0.2,0,0,0,22.66,0,9,0,4386.34,4275.04,0.0,0,0,556.72,556.7,111.6,2248.82,1001.84,341,1.7549462098146562,33606180864,,,,,,,,,64-1000000-4-oltp_read_write_5-0.6,190,88,"[0.22416859 0.02104976 0.21436099 0.05712269 0.02879357 0.02955489
 0.03796059 0.05869503 0.10968601 0.07332191 0.08976686 0.0555191 ]",718937.7,714059.02,2005.7,7972.56,99.29399999976158
60,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,48.99,94.62227272733372,2.358636363635388,0,0,0.1056818181818822,0,0.7127272727273324,1.8713636363616448,3.580382306783605,7201808384,201146351616,0,0,0.0035158909632201,0,0,0,97.24425986330876,5143.16,64505,0,1031,39371,29.45999999716877,0,0,6.0,5,6,5,5,151,0,972.4043826666668,0,7989.487659333333,0,0,2991.788196666668,0,15683.473333333335,0,0,4300.912576,1757.7955946666668,4984.474669333333,1255.48,1255.48,24142.36,2274.4,1056849920,16777216,8388608,607608.14,2101076.74,79,6,16384,374,4000,0,0,203.58,0,0.64,0,0,0,10178.0,101.78,111,2000,0,0.2,0,0.2,5040.6,0.9999603237581336,0.2,0,0,0,51.32,0,9,0,9925.52,9671.04,2.28,0,0,1255.64,1255.48,254.84,5090.74,2274.98,103,1.7663832798702872,33825193984,,,,,,,,,64-1000000-4-oltp_read_write_5-1.0,190,88,"[0.13056157 0.04060632 0.12812473 0.05248679 0.04177739 0.04177739
 0.05198903 0.05664097 0.1158516  0.05513151 0.213055   0.07199769]",1617394.7,1615066.8,1785.28,8265.14,99.13200000021608
61,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,50.88,94.6888636362485,2.3561363636356427,0,0,0.1068181818182545,0,0.7318181818177902,1.7409090909093263,3.580272345057608,7201587200,201146351616,0,0,0.0035157568865033,0,0,0,97.30449555641184,5201.4800000000005,64426,1,1109,41402,31.399999998509887,0,0,6.0,5,6,5,5,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.4,0.0,125.84,1269.06,1269.08,24438.02,2301.32,1055555584,16777216,8388608,614462.74,2126559.24,79,6,16384,282,4000,0,0,206.1,0,0.54,0,0,0,10306.0,103.06,68,2000,0,0.18,0,0.18,5097.900000000001,0.9999646925901516,0.18,0,0,0,51.9,0,9,0,10038.02,9780.4,2.34,0,0,1269.14,1269.06,257.9,5148.62,2302.06,223,1.7663856327367666,33825239040,,,,,,,,,64-1000000-4-oltp_read_write_5-1.0,190,88,"[0.13056157 0.04060632 0.12812473 0.05248679 0.04177739 0.04177739
 0.05198903 0.05664097 0.1158516  0.05513151 0.213055   0.07199769]",1641996.33,1639662.4500000002,1744.12,8249.36,99.04200000036508
62,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,51.29,94.81999999995936,2.360681818181916,0,0,0.1077272727273013,0,0.6929545454553001,1.7165909090910776,3.5615096164787587,7163846656,201146351616,0,0,0.0035156214307641,0,0,0,97.29576183635488,5278.3,64431,1,1104,41735,40.099999997764826,0,0,5.5,5,6,5,5,151,0,190.55547916666663,0,1525.0286583333334,0,0,571.8223908333333,0,3048.8876666666665,0,0,946.2273558333334,343.1363216666667,1041.1249591666667,1288.98,1288.98,24737.66,2334.02,1055637504,16777216,8388608,623674.72,2152405.22,79,6,16384,283,4000,0,0,208.54,0,0.58,0,0,0,10428.0,104.28,68,2000,0,0.2,0,0.2,5173.32,0.9999613416010764,0.2,0,0,0,52.52,0,9,0,10187.5,9926.84,2.04,0,0,1289.2,1288.96,260.92,5224.76,2334.52,343,1.7659317434033484,33816547328,,,,,,,,,64-1000000-4-oltp_read_write_5-1.0,190,88,"[0.13056157 0.04060632 0.12812473 0.05248679 0.04177739 0.04177739
 0.05198903 0.05664097 0.1158516  0.05513151 0.213055   0.07199769]",1662911.1700000002,1660585.09,1761.02,8296.04,99.1480000000447
63,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,240.48,94.51499999966477,1.8009090909070298,0,0,0.1279545454545292,0,0.6870454545459691,2.553181818180994,3.8994627270068207,7843627008,201146351616,0,0,0.0035155400797695,0,0,0,99.7757582783872,6965.62,59985,0,5551,15445,41.24000000208616,0,0,5.666666666666667,5,6,5,89,151,0,695.72,0,5569.68,0,0,2088.94,0,11144.0,0,0,3065.38,1253.96,3607.64,101.74,1383.48,11680.04,2720.4,982794240,16777216,8388608,1216382.1,1022628.02,51,2,16384,728,4000,0,0,10.56,0,0.68,0,0,0,0.0,0.0,87,2000,0,0.22,0,0.04,6583.9400000000005,0.9999939246474018,0.04,0,0,0,11.02,4,9,0,10231.24,7033.24,2.0,0,0,,1383.46,3177.26,,1805.24,312,1.284305536550212,24593690624,248.26,247.26,,,,,,,10-4-4-tpcc-nan,190,88,"[0.21566249 0.07915585 0.07673166 0.06902763 0.06664871 0.06664871
 0.06974981 0.06215075 0.08863031 0.066949   0.06680748 0.07183759]",1484496.1400000001,1482303.85,1845.6,7011.24,98.52799999993294
64,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.72,94.62545454540206,1.786363636364371,0,0,0.1161363636363962,0,0.6618181818173374,2.538409090909723,3.8999962450106977,7844700160,201146351616,0,0,0.0035151662263936,0,0,0,99.42674515858144,6509.7,59704,345,5487,18046,40.620000001043074,0,0,6.0,5,6,5,89,151,0,0.0,0,0.44,0,0,0.0,0,0.0,0,0,251.52,0.0,125.94,98.42,1296.0,10785.86,2575.64,978190336,16777216,8388608,1138097.66,947306.92,51,2,16384,187,4000,0,0,9.48,0,0.6,0,0,0,0.0,0.0,41,2000,0,0.2,0,0.2,6163.04,0.999967549535634,0.2,0,0,0,9.88,4,9,0,9570.32,6580.64,1.88,0,0,,1296.0,2971.08,,1688.5,642,1.1364903362789949,21763117056,227.26,226.34,,,,,,,10-4-4-tpcc-nan,190,88,"[0.21566249 0.07915585 0.07673166 0.06902763 0.06664871 0.06664871
 0.06974981 0.06215075 0.08863031 0.066949   0.06680748 0.07183759]",1383112.09,1380791.26,1825.86,7020.02,98.2259999997914
65,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,211.8,94.56000000022522,1.801363636363548,0,0,0.1136363636363914,0,0.6461363636362668,2.501590909091181,3.904270498026434,7853297664,201146351616,0,0,0.0035147661086095,0,0,0,99.16235841141764,6167.84,60423,0,5113,18239,38.45999999716878,0,0,5.5,5,6,5,89,151,0,0.0,0,0.36,0,0,0.0,0,0.0,0,0,200.64,0.0,100.46,93.32,1222.0,10407.52,2434.82,989970432,16777216,8388608,1078147.46,901917.06,51,2,16384,187,4000,0,0,9.46,0,0.58,0,0,0,0.0,0.0,41,2000,0,0.2,0,0.2,5832.96,0.9999657132669084,0.2,0,0,0,9.84,4,9,0,9064.24,6233.56,1.68,0,0,,1222.02,2812.44,,1602.58,972,1.139561682621404,21821931520,218.2,217.34,,,,,,,10-4-4-tpcc-nan,190,88,"[0.21566249 0.07915585 0.07673166 0.06902763 0.06664871 0.06664871
 0.06974981 0.06215075 0.08863031 0.066949   0.06680748 0.07183759]",1310828.66,1308492.13,1812.08,7014.72,98.17599999997763
66,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,96.38,94.99749999988656,2.6361363636352784,0,0,0.0599999999999919,0,0.5029545454543927,1.555909090908813,4.31053224000425,8670478336,201146351616,0,0,0.0035153519437705,0,0,0,99.95819338938549,2659.32,64579,331,626,10356,37.859999999403946,0,0,5.833333333333333,5,6,5,89,151,0,230.81420333333327,0,2051.97438,0,0,764.7998750000002,0,3798.593833333333,0,0,1112.5497216666668,420.4294566666666,1177.5252066666665,38.74,532.02,4347.1,1043.02,1058062336,16777216,8388608,466259.48,389641.6,51,2,16384,1802,4000,0,0,3.78,0,0.54,0,0,0,0.0,0.0,87,2000,0,0.18,0,0.0,2517.46,1.0,0.0,0,0,0,4.14,4,9,0,3907.72,2685.68,0.72,0,0,,532.02,1214.52,,687.62,2485,4.196520032619633,80360873984,92.66,92.3,,,,,,,100-4-4-tpcc-nan,190,88,"[0.37395397 0.04895346 0.08939475 0.07806523 0.04722179 0.04811911
 0.04493351 0.04493351 0.06964582 0.05464774 0.04942405 0.05070706]",579767.52,577420.66,3268.06,5468.28,98.94000000040978
67,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,112.58,95.03522727278656,2.424772727272026,0,0,0.0686363636363529,0,0.5240909090905929,1.6174999999996609,4.255954570005258,8560697344,201146351616,0,0,0.003515148653743,0,0,0,99.8793083057005,3177.6800000000003,64428,602,506,8815,36.03999999910592,0,0,6.0,5,6,5,89,151,0,0.0,0,0.36,0,0,0.0,0,0.0,0,0,201.0,0.0,100.76,46.94,636.48,5241.56,1243.92,1055588352,16777216,8388608,557388.78,463644.28,51,2,16384,185,4000,0,0,4.68,0,0.56,0,0,0,0.0,0.0,41,2000,0,0.18,0,0.18,3010.06,0.9999402041033274,0.18,0,0,0,5.0600000000000005,4,9,0,4671.9800000000005,3212.16,1.08,0,0,,636.48,1450.84,,822.6800000000001,2815,3.123438806248635,59812003840,109.78,109.26,,,,,,,100-4-4-tpcc-nan,190,88,"[0.37395397 0.04895346 0.08939475 0.07806523 0.04722179 0.04811911
 0.04493351 0.04493351 0.06964582 0.05464774 0.04942405 0.05070706]",680923.8900000001,678565.29,3571.7600000000007,5132.340000000001,97.71399999968708
68,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,112.83,95.11568181834784,2.4627272727266143,0,0,0.0643181818182008,0,0.5059090909097368,1.6052272727269237,4.2499311110149876,8548581376,201146351616,0,0,0.0035149907318008,0,0,0,99.79501492683968,3070.7000000000003,64997,61,478,11081,35.660000000149,0,0,5.666666666666667,5,6,5,89,151,0,113.5,0,903.9375,0,0,338.40625,0,1800.0,0,0,525.0,202.4375,598.75,50.4,597.92,5601.1,1252.24,1064910848,16777216,8388608,540519.52,450153.34,51,2,16384,187,4000,0,0,5.58,0,0.66,0,0,0,0.0,0.0,41,2000,0,0.22,0,0.22,2899.88,0.9999241405468776,0.22,0,0,0,6.0200000000000005,4,9,0,4507.04,3097.28,1.08,0,0,,597.92,1399.38,,801.26,3155,3.12672404954365,59874914304,110.3,109.76,,,,,,,100-4-4-tpcc-nan,190,88,"[0.37395397 0.04895346 0.08939475 0.07806523 0.04722179 0.04811911
 0.04493351 0.04493351 0.06964582 0.05464774 0.04942405 0.05070706]",658174.4500000001,655832.0900000001,3722.3000000000006,4777.160000000001,97.84800000023098
