id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload_label
223,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,480.35,64-1000000-4-oltp_write_only-1.0
224,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,483.95,64-1000000-4-oltp_write_only-1.0
225,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,486.5,64-1000000-4-oltp_write_only-1.0
226,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,322.02,64-1000000-4-oltp_write_only-1.0
227,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,478.14,64-1000000-4-oltp_write_only-1.0
228,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,493.47,64-1000000-4-oltp_write_only-1.0
229,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,500.89,64-1000000-4-oltp_write_only-1.0
230,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,430.38,64-1000000-4-oltp_write_only-1.0
231,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,487.93,64-1000000-4-oltp_write_only-1.0
232,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,490.39,64-1000000-4-oltp_write_only-1.0
233,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,487.55,64-1000000-4-oltp_write_only-1.0
234,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,58.78,64-1000000-4-oltp_read_write_95-0.2
235,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,63.56,64-1000000-4-oltp_read_write_95-0.2
236,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,67.86,64-1000000-4-oltp_read_write_95-0.2
237,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,72.65,64-1000000-4-oltp_read_write_95-0.2
238,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,60.85,64-1000000-4-oltp_read_write_95-0.2
239,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.47,64-1000000-4-oltp_read_write_95-0.2
240,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,58.61,64-1000000-4-oltp_read_write_95-0.2
241,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,62.21,64-1000000-4-oltp_read_write_95-0.2
242,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,65.33,64-1000000-4-oltp_read_write_95-0.2
243,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.39,64-1000000-4-oltp_read_write_95-0.2
244,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,64.85,64-1000000-4-oltp_read_write_95-0.2
245,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,60.71,64-1000000-4-oltp_read_write_95-0.2
246,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,59.82,64-1000000-4-oltp_read_write_95-0.2
247,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,62.37,64-1000000-4-oltp_read_write_95-0.2
248,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.1,64-1000000-4-oltp_read_write_95-0.2
249,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,60.76,64-1000000-4-oltp_read_write_95-0.2
250,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.38,64-1000000-4-oltp_read_write_95-0.2
251,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,60.49,64-1000000-4-oltp_read_write_95-0.2
252,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,60.49,64-1000000-4-oltp_read_write_95-0.2
253,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.41,64-1000000-4-oltp_read_write_95-0.2
254,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,63.93,64-1000000-4-oltp_read_write_95-0.2
255,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,66.21,64-1000000-4-oltp_read_write_95-0.2
256,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,66.31,64-1000000-4-oltp_read_write_95-0.2
257,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,57.24,64-1000000-4-oltp_read_write_95-0.2
258,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,62.24,64-1000000-4-oltp_read_write_95-0.2
259,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,62.39,64-1000000-4-oltp_read_write_95-0.2
260,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,61.49,64-1000000-4-oltp_read_write_95-0.2
261,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.82,64-1000000-4-oltp_read_write_95-0.2
262,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,58.88,64-1000000-4-oltp_read_write_95-0.2
263,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,58.48,64-1000000-4-oltp_read_write_95-0.2
264,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,58.74,64-1000000-4-oltp_read_write_95-0.2
265,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,65.52,64-1000000-4-oltp_read_write_95-0.2
266,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,61.29,64-1000000-4-oltp_read_write_95-0.2
267,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,61.37,64-1000000-4-oltp_read_write_95-0.2
268,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,60.89,64-1000000-4-oltp_read_write_95-0.2
269,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,51.11,64-1000000-4-oltp_read_write_95-0.2
270,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,61.65,64-1000000-4-oltp_read_write_95-0.2
271,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,61.6,64-1000000-4-oltp_read_write_95-0.2
272,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,62.28,64-1000000-4-oltp_read_write_95-0.2
273,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,68.38,64-1000000-4-oltp_read_write_95-0.6
274,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,75.62,64-1000000-4-oltp_read_write_95-0.6
275,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,81.69,64-1000000-4-oltp_read_write_95-0.6
276,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,87.72,64-1000000-4-oltp_read_write_95-0.6
277,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,68.74,64-1000000-4-oltp_read_write_95-0.6
278,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.03,64-1000000-4-oltp_read_write_95-0.6
279,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,65.51,64-1000000-4-oltp_read_write_95-0.6
280,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.44,64-1000000-4-oltp_read_write_95-0.6
281,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,73.02,64-1000000-4-oltp_read_write_95-0.6
282,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.02,64-1000000-4-oltp_read_write_95-0.6
283,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,73.11,64-1000000-4-oltp_read_write_95-0.6
284,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.37,64-1000000-4-oltp_read_write_95-0.6
285,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,69.07,64-1000000-4-oltp_read_write_95-0.6
286,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,71.7,64-1000000-4-oltp_read_write_95-0.6
287,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.21,64-1000000-4-oltp_read_write_95-0.6
288,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,68.8,64-1000000-4-oltp_read_write_95-0.6
289,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,67.96,64-1000000-4-oltp_read_write_95-0.6
290,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,66.8,64-1000000-4-oltp_read_write_95-0.6
291,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,67.04,64-1000000-4-oltp_read_write_95-0.6
292,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.19,64-1000000-4-oltp_read_write_95-0.6
293,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,72.61,64-1000000-4-oltp_read_write_95-0.6
294,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,74.87,64-1000000-4-oltp_read_write_95-0.6
295,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,74.62,64-1000000-4-oltp_read_write_95-0.6
296,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,63.24,64-1000000-4-oltp_read_write_95-0.6
297,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,69.58,64-1000000-4-oltp_read_write_95-0.6
298,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,70.3,64-1000000-4-oltp_read_write_95-0.6
299,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,69.5,64-1000000-4-oltp_read_write_95-0.6
300,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,68.58,64-1000000-4-oltp_read_write_95-0.6
301,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,66.62,64-1000000-4-oltp_read_write_95-0.6
302,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,66.77,64-1000000-4-oltp_read_write_95-0.6
303,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,67.36,64-1000000-4-oltp_read_write_95-0.6
304,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,75.2,64-1000000-4-oltp_read_write_95-0.6
305,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.1,64-1000000-4-oltp_read_write_95-0.6
306,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,69.04,64-1000000-4-oltp_read_write_95-0.6
307,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,68.54,64-1000000-4-oltp_read_write_95-0.6
308,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,56.56,64-1000000-4-oltp_read_write_95-0.6
309,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,69.33,64-1000000-4-oltp_read_write_95-0.6
310,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,68.9,64-1000000-4-oltp_read_write_95-0.6
311,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,69.53,64-1000000-4-oltp_read_write_95-0.6
312,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,126.33,64-1000000-4-oltp_read_write_95-1.0
313,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,138.2,64-1000000-4-oltp_read_write_95-1.0
314,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,149.22,64-1000000-4-oltp_read_write_95-1.0
315,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,153.29,64-1000000-4-oltp_read_write_95-1.0
316,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,126.66,64-1000000-4-oltp_read_write_95-1.0
317,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,127.05,64-1000000-4-oltp_read_write_95-1.0
318,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,122.41,64-1000000-4-oltp_read_write_95-1.0
319,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,125.65,64-1000000-4-oltp_read_write_95-1.0
320,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,142.03,64-1000000-4-oltp_read_write_95-1.0
321,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,127.3,64-1000000-4-oltp_read_write_95-1.0
322,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,144.09,64-1000000-4-oltp_read_write_95-1.0
323,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,126.25,64-1000000-4-oltp_read_write_95-1.0
324,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,126.98,64-1000000-4-oltp_read_write_95-1.0
325,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,133.49,64-1000000-4-oltp_read_write_95-1.0
326,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,127.14,64-1000000-4-oltp_read_write_95-1.0
327,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,128.51,64-1000000-4-oltp_read_write_95-1.0
328,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,127.09,64-1000000-4-oltp_read_write_95-1.0
329,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,126.25,64-1000000-4-oltp_read_write_95-1.0
330,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,126.22,64-1000000-4-oltp_read_write_95-1.0
331,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,128.6,64-1000000-4-oltp_read_write_95-1.0
332,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,131.14,64-1000000-4-oltp_read_write_95-1.0
333,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,131.4,64-1000000-4-oltp_read_write_95-1.0
334,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,130.87,64-1000000-4-oltp_read_write_95-1.0
335,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,119.88,64-1000000-4-oltp_read_write_95-1.0
336,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,128.29,64-1000000-4-oltp_read_write_95-1.0
337,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,129.66,64-1000000-4-oltp_read_write_95-1.0
338,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,128.13,64-1000000-4-oltp_read_write_95-1.0
339,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,127.75,64-1000000-4-oltp_read_write_95-1.0
340,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,122.67,64-1000000-4-oltp_read_write_95-1.0
341,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,124.11,64-1000000-4-oltp_read_write_95-1.0
342,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,122.04,64-1000000-4-oltp_read_write_95-1.0
343,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,127.56,64-1000000-4-oltp_read_write_95-1.0
344,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,127.87,64-1000000-4-oltp_read_write_95-1.0
345,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,128.42,64-1000000-4-oltp_read_write_95-1.0
346,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,126.82,64-1000000-4-oltp_read_write_95-1.0
347,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,91.68,64-1000000-4-oltp_read_write_95-1.0
348,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,128.51,64-1000000-4-oltp_read_write_95-1.0
349,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,127.53,64-1000000-4-oltp_read_write_95-1.0
350,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,129.0,64-1000000-4-oltp_read_write_95-1.0
351,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,141.84,64-1000000-4-oltp_read_write_80-0.2
352,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,149.89,64-1000000-4-oltp_read_write_80-0.2
353,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,172.51,64-1000000-4-oltp_read_write_80-0.2
354,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,183.51,64-1000000-4-oltp_read_write_80-0.2
355,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,143.9,64-1000000-4-oltp_read_write_80-0.2
356,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,144.19,64-1000000-4-oltp_read_write_80-0.2
357,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,128.18,64-1000000-4-oltp_read_write_80-0.2
358,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,142.66,64-1000000-4-oltp_read_write_80-0.2
359,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,165.08,64-1000000-4-oltp_read_write_80-0.2
360,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,146.24,64-1000000-4-oltp_read_write_80-0.2
361,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,163.43,64-1000000-4-oltp_read_write_80-0.2
362,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,142.14,64-1000000-4-oltp_read_write_80-0.2
363,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,143.95,64-1000000-4-oltp_read_write_80-0.2
364,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,153.29,64-1000000-4-oltp_read_write_80-0.2
365,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,145.17,64-1000000-4-oltp_read_write_80-0.2
366,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,138.68,64-1000000-4-oltp_read_write_80-0.2
367,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,145.49,64-1000000-4-oltp_read_write_80-0.2
368,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,151.26,64-1000000-4-oltp_read_write_80-0.2
369,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,149.41,64-1000000-4-oltp_read_write_80-0.2
370,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,144.33,64-1000000-4-oltp_read_write_80-0.2
371,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,152.82,64-1000000-4-oltp_read_write_80-0.2
372,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,161.17,64-1000000-4-oltp_read_write_80-0.2
373,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,163.67,64-1000000-4-oltp_read_write_80-0.2
374,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,124.64,64-1000000-4-oltp_read_write_80-0.2
375,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,142.28,64-1000000-4-oltp_read_write_80-0.2
376,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,144.83,64-1000000-4-oltp_read_write_80-0.2
377,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,147.44,64-1000000-4-oltp_read_write_80-0.2
378,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,142.95,64-1000000-4-oltp_read_write_80-0.2
379,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,131.62,64-1000000-4-oltp_read_write_80-0.2
380,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,132.05,64-1000000-4-oltp_read_write_80-0.2
381,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,131.99,64-1000000-4-oltp_read_write_80-0.2
382,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,155.67,64-1000000-4-oltp_read_write_80-0.2
383,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,144.32,64-1000000-4-oltp_read_write_80-0.2
384,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,139.16,64-1000000-4-oltp_read_write_80-0.2
385,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,140.51,64-1000000-4-oltp_read_write_80-0.2
386,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,128.54,64-1000000-4-oltp_read_write_80-0.2
387,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,144.09,64-1000000-4-oltp_read_write_80-0.2
388,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,143.63,64-1000000-4-oltp_read_write_80-0.2
389,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,144.67,64-1000000-4-oltp_read_write_80-0.2
390,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,156.44,64-1000000-4-oltp_read_write_80-0.6
391,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,168.8,64-1000000-4-oltp_read_write_80-0.6
392,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,198.88,64-1000000-4-oltp_read_write_80-0.6
393,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,206.39,64-1000000-4-oltp_read_write_80-0.6
394,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,156.63,64-1000000-4-oltp_read_write_80-0.6
395,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,159.39,64-1000000-4-oltp_read_write_80-0.6
396,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,141.72,64-1000000-4-oltp_read_write_80-0.6
397,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,157.78,64-1000000-4-oltp_read_write_80-0.6
398,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,183.51,64-1000000-4-oltp_read_write_80-0.6
399,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,159.26,64-1000000-4-oltp_read_write_80-0.6
400,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,181.78,64-1000000-4-oltp_read_write_80-0.6
401,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,158.5,64-1000000-4-oltp_read_write_80-0.6
402,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,159.23,64-1000000-4-oltp_read_write_80-0.6
403,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,166.93,64-1000000-4-oltp_read_write_80-0.6
404,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,160.08,64-1000000-4-oltp_read_write_80-0.6
405,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,155.64,64-1000000-4-oltp_read_write_80-0.6
406,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,159.12,64-1000000-4-oltp_read_write_80-0.6
407,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,164.54,64-1000000-4-oltp_read_write_80-0.6
408,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,161.94,64-1000000-4-oltp_read_write_80-0.6
409,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,156.84,64-1000000-4-oltp_read_write_80-0.6
410,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,167.74,64-1000000-4-oltp_read_write_80-0.6
411,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,176.45,64-1000000-4-oltp_read_write_80-0.6
412,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,177.12,64-1000000-4-oltp_read_write_80-0.6
413,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,133.62,64-1000000-4-oltp_read_write_80-0.6
414,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,158.29,64-1000000-4-oltp_read_write_80-0.6
415,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,157.52,64-1000000-4-oltp_read_write_80-0.6
416,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,160.48,64-1000000-4-oltp_read_write_80-0.6
417,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,157.37,64-1000000-4-oltp_read_write_80-0.6
418,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,143.49,64-1000000-4-oltp_read_write_80-0.6
419,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,150.0,64-1000000-4-oltp_read_write_80-0.6
420,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,150.05,64-1000000-4-oltp_read_write_80-0.6
421,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,170.55,64-1000000-4-oltp_read_write_80-0.6
422,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,158.53,64-1000000-4-oltp_read_write_80-0.6
423,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,155.32,64-1000000-4-oltp_read_write_80-0.6
424,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,156.05,64-1000000-4-oltp_read_write_80-0.6
425,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,141.61,64-1000000-4-oltp_read_write_80-0.6
426,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,157.64,64-1000000-4-oltp_read_write_80-0.6
427,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,159.88,64-1000000-4-oltp_read_write_80-0.6
428,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,157.81,64-1000000-4-oltp_read_write_80-0.6
429,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,262.0,64-1000000-4-oltp_read_write_80-1.0
430,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,287.11,64-1000000-4-oltp_read_write_80-1.0
431,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,291.57,64-1000000-4-oltp_read_write_80-1.0
432,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,300.15,64-1000000-4-oltp_read_write_80-1.0
433,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,265.09,64-1000000-4-oltp_read_write_80-1.0
434,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,261.75,64-1000000-4-oltp_read_write_80-1.0
435,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,241.07,64-1000000-4-oltp_read_write_80-1.0
436,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,263.08,64-1000000-4-oltp_read_write_80-1.0
437,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,320.14,64-1000000-4-oltp_read_write_80-1.0
438,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,260.67,64-1000000-4-oltp_read_write_80-1.0
439,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,320.14,64-1000000-4-oltp_read_write_80-1.0
