innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,423.26,tpcc,10,4,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,340.74,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,336.15,tpcc,10,4,4
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,324.90,tpcc,10,4,4
1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,310.13,tpcc,10,4,4
1GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,313.29,tpcc,10,4,4
2GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,453.52,tpcc,10,4,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,471.64,tpcc,10,4,4
2GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,477.79,tpcc,10,4,4
2GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,475.74,tpcc,10,4,4
2GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,478.16,tpcc,10,4,4
3GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,519.19,tpcc,10,4,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,495.92,tpcc,10,4,4
3GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,483.22,tpcc,10,4,4
3GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,486.22,tpcc,10,4,4
3GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,485.83,tpcc,10,4,4
4GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,479.33,tpcc,10,4,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,474.67,tpcc,10,4,4
4GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,481.65,tpcc,10,4,4
4GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,477.05,tpcc,10,4,4
4GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,467.55,tpcc,10,4,4
6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,469.36,tpcc,10,4,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,462.93,tpcc,10,4,4
6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,481.39,tpcc,10,4,4
6GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,459.79,tpcc,10,4,4
6GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,460.66,tpcc,10,4,4
8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,460.74,tpcc,10,4,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,455.16,tpcc,10,4,4
8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,456.36,tpcc,10,4,4
8GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,450.55,tpcc,10,4,4
8GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,455.86,tpcc,10,4,4
9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,446.70,tpcc,10,4,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,447.14,tpcc,10,4,4
9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,444.31,tpcc,10,4,4
9GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,439.24,tpcc,10,4,4
9GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,441.23,tpcc,10,4,4
12GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,438.57,tpcc,10,4,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,436.55,tpcc,10,4,4
12GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,432.96,tpcc,10,4,4
12GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,430.30,tpcc,10,4,4
12GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,431.75,tpcc,10,4,4
16GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,427.65,tpcc,10,4,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,429.09,tpcc,10,4,4
16GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,427.66,tpcc,10,4,4
16GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,415.57,tpcc,10,4,4
16GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,423.14,tpcc,10,4,4
18GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,428.64,tpcc,10,4,4
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,416.71,tpcc,10,4,4
18GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,424.16,tpcc,10,4,4
18GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,420.53,tpcc,10,4,4
18GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,414.89,tpcc,10,4,4
24GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,417.06,tpcc,10,4,4
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,416.06,tpcc,10,4,4
24GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,414.85,tpcc,10,4,4
24GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,415.80,tpcc,10,4,4
24GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,415.70,tpcc,10,4,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,232.43,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,268.20,tpcc,10,4,4
1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,301.92,tpcc,10,4,4
1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,379.13,tpcc,10,4,4
1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,441.50,tpcc,10,4,4
2GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,345.92,tpcc,10,4,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,418.60,tpcc,10,4,4
2GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,462.44,tpcc,10,4,4
2GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,538.41,tpcc,10,4,4
2GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,587.05,tpcc,10,4,4
3GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,320.20,tpcc,10,4,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,404.94,tpcc,10,4,4
3GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,462.28,tpcc,10,4,4
3GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,578.71,tpcc,10,4,4
3GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,613.57,tpcc,10,4,4
4GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,305.33,tpcc,10,4,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,387.83,tpcc,10,4,4
4GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,446.63,tpcc,10,4,4
4GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,582.15,tpcc,10,4,4
4GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,630.31,tpcc,10,4,4
6GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,299.68,tpcc,10,4,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,390.19,tpcc,10,4,4
6GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,446.37,tpcc,10,4,4
6GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,577.62,tpcc,10,4,4
6GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,620.99,tpcc,10,4,4
8GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,300.21,tpcc,10,4,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,391.50,tpcc,10,4,4
8GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,445.65,tpcc,10,4,4
8GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,578.53,tpcc,10,4,4
8GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,624.94,tpcc,10,4,4
9GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,293.49,tpcc,10,4,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,384.84,tpcc,10,4,4
9GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,438.05,tpcc,10,4,4
9GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,578.32,tpcc,10,4,4
9GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,618.71,tpcc,10,4,4
12GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,292.68,tpcc,10,4,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,378.16,tpcc,10,4,4
12GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,432.57,tpcc,10,4,4
12GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,567.93,tpcc,10,4,4
12GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,613.23,tpcc,10,4,4
16GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,290.84,tpcc,10,4,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,380.72,tpcc,10,4,4
16GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,430.35,tpcc,10,4,4
16GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,571.84,tpcc,10,4,4
16GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,608.76,tpcc,10,4,4
18GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,291.73,tpcc,10,4,4
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,372.65,tpcc,10,4,4
18GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,423.82,tpcc,10,4,4
18GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,566.92,tpcc,10,4,4
18GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,606.55,tpcc,10,4,4
24GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,280.19,tpcc,10,4,4
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,365.15,tpcc,10,4,4
24GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,415.25,tpcc,10,4,4
24GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,561.51,tpcc,10,4,4
24GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,589.77,tpcc,10,4,4
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,243.47,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,244.86,tpcc,10,4,4
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,290.23,tpcc,10,4,4
2GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,459.60,tpcc,10,4,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,388.02,tpcc,10,4,4
2GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,435.03,tpcc,10,4,4
3GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,452.20,tpcc,10,4,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,393.00,tpcc,10,4,4
3GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,431.19,tpcc,10,4,4
4GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,426.98,tpcc,10,4,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,371.31,tpcc,10,4,4
4GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,414.97,tpcc,10,4,4
6GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,404.89,tpcc,10,4,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,355.45,tpcc,10,4,4
6GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,395.05,tpcc,10,4,4
8GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,383.05,tpcc,10,4,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,344.49,tpcc,10,4,4
8GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,376.62,tpcc,10,4,4
9GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,381.37,tpcc,10,4,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,341.63,tpcc,10,4,4
9GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,371.57,tpcc,10,4,4
12GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,370.27,tpcc,10,4,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,335.71,tpcc,10,4,4
12GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,368.44,tpcc,10,4,4
16GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,367.75,tpcc,10,4,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,332.56,tpcc,10,4,4
16GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,366.36,tpcc,10,4,4
18GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,370.59,tpcc,10,4,4
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,339.17,tpcc,10,4,4
18GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,373.58,tpcc,10,4,4
24GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,368.38,tpcc,10,4,4
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,345.93,tpcc,10,4,4
24GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,375.03,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,179.93,tpcc,10,4,4
1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,250.74,tpcc,10,4,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,391.33,tpcc,10,4,4
2GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,407.82,tpcc,10,4,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,409.97,tpcc,10,4,4
3GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,401.47,tpcc,10,4,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,392.22,tpcc,10,4,4
4GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,378.80,tpcc,10,4,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,373.05,tpcc,10,4,4
6GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,365.69,tpcc,10,4,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,360.09,tpcc,10,4,4
8GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,359.00,tpcc,10,4,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,359.59,tpcc,10,4,4
9GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,351.13,tpcc,10,4,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,348.00,tpcc,10,4,4
12GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,341.61,tpcc,10,4,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,346.00,tpcc,10,4,4
16GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,342.86,tpcc,10,4,4
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,341.03,tpcc,10,4,4
18GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,336.73,tpcc,10,4,4
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,334.60,tpcc,10,4,4
24GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,331.54,tpcc,10,4,4
1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,159.49,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,245.44,tpcc,10,4,4
2GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,412.36,tpcc,10,4,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,381.45,tpcc,10,4,4
3GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,430.53,tpcc,10,4,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,390.62,tpcc,10,4,4
4GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,404.71,tpcc,10,4,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,380.67,tpcc,10,4,4
6GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,395.89,tpcc,10,4,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,370.10,tpcc,10,4,4
8GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,382.35,tpcc,10,4,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,359.12,tpcc,10,4,4
9GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,365.73,tpcc,10,4,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,346.92,tpcc,10,4,4
12GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,365.37,tpcc,10,4,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,340.29,tpcc,10,4,4
16GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,353.12,tpcc,10,4,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,335.55,tpcc,10,4,4
18GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,352.70,tpcc,10,4,4
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,331.51,tpcc,10,4,4
24GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,349.54,tpcc,10,4,4
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,325.52,tpcc,10,4,4
1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,134.55,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,236.00,tpcc,10,4,4
1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,242.73,tpcc,10,4,4
1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,251.96,tpcc,10,4,4
2GB,2,2,1,ON,1,100,1,25,100,48MB,4000,395.20,tpcc,10,4,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,377.41,tpcc,10,4,4
2GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,356.03,tpcc,10,4,4
2GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,327.94,tpcc,10,4,4
3GB,2,2,1,ON,1,100,1,25,100,48MB,4000,390.44,tpcc,10,4,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,504.90,tpcc,10,4,4
3GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,487.73,tpcc,10,4,4
3GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,478.69,tpcc,10,4,4
4GB,2,2,1,ON,1,100,1,25,100,48MB,4000,484.97,tpcc,10,4,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,476.43,tpcc,10,4,4
4GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,479.25,tpcc,10,4,4
4GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,478.78,tpcc,10,4,4
6GB,2,2,1,ON,1,100,1,25,100,48MB,4000,487.97,tpcc,10,4,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,473.11,tpcc,10,4,4
6GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,481.72,tpcc,10,4,4
6GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,472.47,tpcc,10,4,4
8GB,2,2,1,ON,1,100,1,25,100,48MB,4000,471.64,tpcc,10,4,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,470.70,tpcc,10,4,4
8GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,463.79,tpcc,10,4,4
8GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,467.04,tpcc,10,4,4
9GB,2,2,1,ON,1,100,1,25,100,48MB,4000,457.19,tpcc,10,4,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,453.03,tpcc,10,4,4
9GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,453.66,tpcc,10,4,4
9GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,452.23,tpcc,10,4,4
12GB,2,2,1,ON,1,100,1,25,100,48MB,4000,444.64,tpcc,10,4,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,448.83,tpcc,10,4,4
12GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,446.79,tpcc,10,4,4
12GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,446.76,tpcc,10,4,4
16GB,2,2,1,ON,1,100,1,25,100,48MB,4000,438.70,tpcc,10,4,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,440.16,tpcc,10,4,4
16GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,435.56,tpcc,10,4,4
16GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,437.66,tpcc,10,4,4
18GB,2,2,1,ON,1,100,1,25,100,48MB,4000,434.44,tpcc,10,4,4
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,440.50,tpcc,10,4,4
18GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,436.08,tpcc,10,4,4
18GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,432.92,tpcc,10,4,4
24GB,2,2,1,ON,1,100,1,25,100,48MB,4000,426.70,tpcc,10,4,4
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,427.23,tpcc,10,4,4
24GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,432.60,tpcc,10,4,4
24GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,422.43,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,283.82,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,312.56,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,339.94,tpcc,10,4,4
1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,353.09,tpcc,10,4,4
